,text,party_size_number,spatial_relation,facility,timeRange,sort,country,party_size_description,restaurant_type,restaurant_name,cuisine,served_dish,state,poi,city
1564,Book me a pub  nine weeks from now for 4 people.,4,,,nine weeks from now,,,,pub,,,,,,
1565,book a restaurant in Macedonia for 13 hours from now,,,,13 hours from now,,Macedonia,,restaurant,,,,,,
1566,Book a restaurant with internet in NY for four people.,four,,internet,,,,,restaurant,,,,NY,,
1567,"book a spot for wilma, gay and I At The Gowanus Yacht Club in Montenegro",,,,,,Montenegro,"wilma, gay and I",,The Gowanus Yacht Club,,,,,
1568,"therese, clara and I want to go to the Tennessee Ridge",,,,,,,"therese, clara and I",,,,,,,Tennessee Ridge
1569,"book a gastropub that serves pansette in Skaneateles , Pennsylvania",,,,,,,,gastropub,,,pansette,Pennsylvania,,Skaneateles
1570,Book me a table at The Goof for a party of eight in the state of NV,eight,,,,,,,,The Goof,,,NV,,
1571,Book me a restaurant in Henlopen Acres for a party of two .,two,,,,,,,restaurant,,,,,,Henlopen Acres
1572,book a table in the United States for 10 at The Berghoff,10,,,,,United States,,,The Berghoff,,,,,
1573,Book a restaurant at Tennessee,,,,,,,,restaurant,,,,Tennessee,,
1574,I would like to book a donut serving delicatessen in Cuba for 5 on april eleventh,5,,,april eleventh,,Cuba,,delicatessen,,,donut,,,
1575,Book a restaurant in Palestine for 8 people at 9 AM,8,,,9 AM,,Palestine,,restaurant,,,,,,
1576,"Book a table at the Eighth Step Coffee House that isn't too far from Vineyard Haven for candace phillips, debbie and sondra",,far,,,,,"candace phillips, debbie and sondra",,Eighth Step Coffee House,,,,,Vineyard Haven
1577,reserve a table at Bear Hotel  around  Finsbury Park,,around,,,,,,,Bear Hotel,,,,Finsbury Park,
1578,book australian food in Armour for 7 pm for four at a pub  best rated in UT,four,,,7 pm,best rated,,,pub,,australian,,UT,,Armour
1579,Get me a table for 2 people 1 second from now in Tunisia .,2,,,1 second from now,,Tunisia,,,,,,,,
1580,"I need to book a table at Bridge Round House in South Dakota for me, emily and gena",,,,,,,"me, emily and gena",,Bridge Round House,,,South Dakota,,
1581,book a brasserie for 3,3,,,,,,,brasserie,,,,,,
1582,I'd like to go to a cuban  restaurant in Horatio and get a table for 1,1,,,,,,,restaurant,,cuban,,,,Horatio
1583,Book a restaurant for 9 people.,9,,,,,,,restaurant,,,,,,
1584,Reserve me a table for 10 at a MT  cafe for breakfast .,10,,,breakfast,,,,,cafe,,,MT,,
1585,"Make a reservation in a popular  sicilian  bar place nearby , for me only, tomorrow",,nearby,,tomorrow,popular,,,bar,,sicilian,,,,
1586,Book a restaurant for a party of 7 in Paraguay on Saturday,7,,,Saturday,,Paraguay,,restaurant,,,,,,
1587,I need to book a table at a nearby  restaurant,,nearby,,,,,,restaurant,,,,,,
1588,I want to make a reservation at the Conflict Kitchen for one ,one,,,,,,,,Conflict Kitchen,,,,,
1589,"Book a table at Central Grocery on Mar. 22nd, 2020",,,,"Mar. 22nd, 2020",,,,,Central Grocery,,,,,
1590,I'd like to book a place to eat in NY .,,,,,,,,,,,,NY,,
1591,Book a restaurant with pool facility at East Gillespie,,,pool,,,,,restaurant,,,,,,East Gillespie
1592,"Book a reservation for 7 people at The French Laundry on june the 8th, 2029",7,,,"june the 8th, 2029",,,,,The French Laundry,,,,,
1593,Book a brasserie in the Falkland Islands for this week .,,,,this week,,Falkland Islands,,brasserie,,,,,,
1594,Can you get me seating for 5 at a highly rated  restaurant in Wisconsin,5,,,,highly rated,,,restaurant,,,,Wisconsin,,
1595,my sons and I want to dine at The Water Club in Georgia,,,,,,,my sons and I,,The Water Club,,,Georgia,,
1596,Book me a popular  restaurant reservation at a brazilian  delicatessen,,,,,popular,,,delicatessen,,brazilian,,,,
1597,book a spot at a restaurant with trattoria in Otho  DE,,,,,,,,restaurant,,trattoria,,DE,,Otho
1598,I need a reservation for two at a diner in Venezuela,two,,,,,Venezuela,,diner,,,,,,
1599,Book a restaurant  far from Kokomo  this fall .,,far,,this fall,,,,restaurant,,,,,,Kokomo
1600,"I'd like to book at a place in AR , looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance .",eight,within walking distance,indoor,,,,,oyster bar,,,,AR,,
1601,Book me a table for me and my nephew  near  my location at an indoor  pub,,near,indoor,,,,me and my nephew,pub,,,,,my location,
1602,I want to book a table for me and josefa at Jacob Wirth Restaurant in Branford .,,,,,,,me and josefa,,Jacob Wirth Restaurant,,,,,Branford
1603,I need a reservation for nine at 03:44 am in WI,nine,,,03:44 am,,,,,,,,WI,,
1604,Book Nuts on Clark in Irvington for 8 people in one hour .,8,,,in one hour,,,,,Nuts on Clark,,,,,Irvington
1605,food truck in Panama for five,five,,,,,Panama,,food truck,,,,,,
1606,"book me a restaurant that serves hot chicken in Dutch Mills , North Dakota for 10 people for 3 am",10,,,3 am,,,,restaurant,,,hot chicken,North Dakota,,Dutch Mills
1607,Make a reservation for eunice thompson and elisa martin in the Virgin Islands  in one minute .,,,,in one minute,,,eunice thompson and elisa martin,,,,,Virgin Islands,,
1608,book a spot for ten in MS,ten,,,,,,,,,,,MS,,
1609,"Book a brasserie restaurant in Enfield , North Dakota for rosie and I that has tarte tatin",,,,,,,rosie and I,brasserie restaurant,,,tarte tatin,North Dakota,,Enfield
1610,book for two in Jordan that is close,two,close,,,,Jordan,,,,,,,,
1611,I need a table for 3 in AK .,3,,,,,,,,,,,AK,,
1612,I need a reservation for 6 at Cherwell Boathouse .,6,,,,,,,,Cherwell Boathouse,,,,,
1613,book a spot at a soul food  food truck in Cawker City,,,,,,,,food truck,,,soul food,,,Cawker City
1614,book a spot for 9 in New Mexico,9,,,,,,,,,,,New Mexico,,
1615,Book me a table for 4 in a restaurant in United Kingdom .,4,,,,,United Kingdom,,restaurant,,,,,,
1616,book a gluten free  restaurant in Arp,,,,,,,,restaurant,,gluten free,,,,Arp
1617,book a spot for one at a bar in Seabrook,one,,,,,,,bar,,,,,,Seabrook
1618,I need a table in TN that's not to far for a party of ten,ten,far,,,,,,,,,,TN,,
1619,I want to eat ice cream at a brasserie with me and my mother in law,,,,,,,me and my mother in law,brasserie,,,ice cream,,,
1620,in twenty three hours and 1 second  my daughter and I want to eat at a restaurant,,,,in twenty three hours and 1 second,,,my daughter and I,restaurant,,,,,,
1621,I need seats for 6 at CHAR No.4 in Georgia,6,,,,,,,,CHAR No.4,,,Georgia,,
1622,Please book me a table for 1 person at a brasserie .,1,,,,,,,brasserie,,,,,,
1623,book a restaurant for cupcakes for ten,ten,,,,,,,restaurant,,,cupcakes,,,
1624,I need a table right now for four in ME,four,,,now,,,,,,,,ME,,
1625,I would like to eat fast food and have a party of two in Kentucky .,two,,,,,,,fast food,,,,Kentucky,,
1626,book a tea house for 6 members with soul food,6,,,,,,,tea house,,soul food,,,,
1627,Book a table for one at the Bear Hotel in Peru,one,,,,,Peru,,,Bear Hotel,,,,,
1628,book a spot for six on October fifth in Mineola,six,,,October fifth,,,,,,,,,,Mineola
1629,"book a table for jasmine, jeannie and leta",,,,,,,"jasmine, jeannie and leta",,,,,,,
1630,I need a reservation for Orthodox Good Friday,,,,Orthodox Good Friday,,,,,,,,,,
1631,Book a food truck in Argusville that has fish chips ,,,,,,,,food truck,,,fish chips,,,Argusville
1632,"book a pub in Santa Claus , New Jersey for the First Day Of Sukkot",,,,First Day Of Sukkot,,,,pub,,,,New Jersey,,Santa Claus
1633,Book me a bar that's highly rated for georgia and I in Burkina,,,,,highly rated,Burkina,georgia and I,bar,,,,,,
1634,book a restaurant for one in Skillman,one,,,,,,,restaurant,,,,,,Skillman
1635,Book a restaurant for 1  in nine weeks ,1,,,in nine weeks,,,,restaurant,,,,,,
1636,book a spot for six at a restaurant in NJ,six,,,,,,,restaurant,,,,NJ,,
1637,book a restaurant for 6,6,,,,,,,restaurant,,,,,,
1638,book a brasserie for seven in West Yellowstone,seven,,,,,,,brasserie,,,,,,West Yellowstone
1639,I need to get a restaurant reserved in SD .,,,,,,,,restaurant,,,,SD,,
1640,Book a restaurant in Darnell .,,,,,,,,restaurant,,,,,,Darnell
1641,book a restaurant in Anguilla for one at National Coney Island,one,,,,,Anguilla,,restaurant,National Coney Island,,,,,
1642,my step aunt and I want to go cheese fries at the tavern,,,,,,,my step aunt and I,tavern,,,cheese fries,,,
1643,Please book a Uncommon Grounds Coffeehouse  restaurant ,,,,,,,,restaurant,Uncommon Grounds Coffeehouse,,,,,
1644,Book a reservation for irene and rosella at The Room in the Elephant in Israel,,,,,,Israel,irene and rosella,,The Room in the Elephant,,,,,
1645,"Book PM Park, Clear Lake, Iowa at 5 am for 6 people.",6,,,5 am,,,,,"PM Park, Clear Lake, Iowa",,,,,
1646,Can you get me a reservation at WWE The World  around  Av U,,around,,,,,,,WWE The World,,,,Av U,
1647,Make me a reservation in Crugers at Marlton Circle for a party of eight,eight,,,,,,,,Marlton Circle,,,,,Crugers
1648,Book a bar that serves ribs for 5 people.,5,,,,,,,bar,,,ribs,,,
1649,I need a restaurant in Indonesia for 7,7,,,,,Indonesia,,restaurant,,,,,,
1650,Table for 8 at a popular  food court,8,,,,popular,,,food court,,,,,,
1651,"Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029 .",,,,"Dec. the twenty-third, 2029",,Solomon Islands,,,The Crown at Whitebrook,,,,,
1652,I want to eat at a bar in Saudi Arabia that serves cannelloni .,,,,,,Saudi Arabia,,bar,,,cannelloni,,,
1653,book an osteria in North Salt Lake for three,three,,,,,,,osteria,,,,,,North Salt Lake
1654,Make reservations at a restaurant in Adrian that serves cheese steak,,,,,,,,restaurant,,,cheese steak,,,Adrian
1655,Book a table for six in a Togo  restaurant,six,,,,,Togo,,restaurant,,,,,,
1656,Book a table for 04:45 pm at a restaurant in Washington .,,,,04:45 pm,,,,restaurant,,,,Washington,,
1657,book a restaurant  this year in Manning,,,,this year,,,,restaurant,,,,,,Manning
1658,"I need seats for six at a pub on January 15th, 2030",six,,,"January 15th, 2030",,,,pub,,,,,,
1659,Book a table for 8 at a pub in North Carolina,8,,,,,,,pub,,,,North Carolina,,
1660,book a table for eight in Graf  far away,eight,far,,,,,,,,,,,,Graf
1661,Find a table for 7 at a joint in OK that's far from here,7,far,,,,,,joint,,,,OK,,
1662,book a spot for 1 at a south american  restaurant,1,,,,,,,restaurant,,south american,,,,
1663,Book a pub with a pool in White Heath  South Carolina .,,,pool,,,,,pub,,,,South Carolina,,White Heath
1664,Please get me a reservation at a restaurant with a pool for manuela and yvonne,,,pool,,,,manuela and yvonne,restaurant,,,,,,
1665,Book a reservation for a restaurant in Wadsworth with parking,,,parking,,,,,restaurant,,,,,,Wadsworth
1666,make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia,7,,,,,Armenia,,,The Restaurant at Meadowood,,,,,
1667,Book a reservation for 1 on march 17,1,,,march 17,,,,,,,,,,
1668,"book a bakery for lebanese on january 11th, 2032",,,,"january 11th, 2032",,,,bakery,,lebanese,,,,
1669,Book a top-rated  restaurant in Milton-Freewater .,,,,,top-rated,,,restaurant,,,,,,Milton-Freewater
1670,"I need a table in Ottoville on Feb. 15th, 2029 at Gus Stevens Seafood Restaurant & Buccaneer Lounge",,,,"Feb. 15th, 2029",,,,,Gus Stevens Seafood Restaurant & Buccaneer Lounge,,,,,Ottoville
1671,I want to book a restaurant for four  around  Zapata,four,around,,,,,,restaurant,,,,,,Zapata
1672,Book a restaurant  2 months from now for seven people in New Caledonia .,seven,,,2 months from now,,New Caledonia,,restaurant,,,,,,
1673,Find a reservation at Fish Express,,,,,,,,,Fish Express,,,,,
1674,Find a table at a pizzeria in New Hampshire that has parking,,,parking,,,,,pizzeria,,,,New Hampshire,,
1675,book a table at a restaurant in Saudi Arabia that serves presskopf,,,,,,Saudi Arabia,,restaurant,,,presskopf,,,
1676,I'd like to reserve a spot at a bakery in Guyana in feb .,,,,feb,,Guyana,,bakery,,,,,,
1677,I need to book a restaurant with a smoking room in AL ,,,smoking room,,,,,restaurant,,,,AL,,
1678,Book a table in OH the city of Bock for party of ten for tonight,ten,,,tonight,,,,,,,,OH,,Bock
1679,I want to book a seafood  bakery in Le Roy ,,,,,,,,bakery,,,seafood,,,Le Roy
1680,"book Helianthushof in Hurffville , NJ",,,,,,,,,Helianthushof,,,NJ,,Hurffville
1681,Can I get a table for 3 in GU at a restaurant in the neighboring area that serves chicken french ?,3,neighboring area,,,,,,restaurant,,,chicken french,GU,,
1682,book a spot for 10 at Shopsins in Denmark on St. Patrick's Day,10,,,St. Patrick's Day,,Denmark,,,Shopsins,,,,,
1683,"I'd like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",5,,,"February 11, 2033",,,,pub,,,italian dressing,,,
1684,I need seating at Floating restaurant in Tennessee for a group of 9,9,,,,,,,,Floating restaurant,,,Tennessee,,
1685,book City Tavern in Poland,,,,,,Poland,,,City Tavern,,,,,
1686,In eight years and a half from now I'd like a reservation at a top-rated  bar,,,,eight years and a half from now,top-rated,,,bar,,,,,,
1687,book me a restaurant in Ware Shoals that serves russian tea cake,,,,,,,,restaurant,,,russian tea cake,,,Ware Shoals
1688,I need to book a table at a tavern that serve gnocchi for nine in Owenyo,nine,,,,,,,tavern,,,gnocchi,,,Owenyo
1689,Book a table for 8 at a restaurant that serves far breton .,8,,,,,,,restaurant,,,far breton,,,
1690,I need a reservation for 02:53 at Hotel Arctic in State Road ,,,,02:53,,,,,Hotel Arctic,,,,,State Road
1691,I'd like a table for six  in nine weeks at a restaurant in Tokelau,six,,,in nine weeks,,Tokelau,,restaurant,,,,,,
1692,book for 8 AM in Massachusetts for 1,1,,,8 AM,,,,,,,,Massachusetts,,
1693,Can you get me a table at a chicken and waffles  joint in New Mexico,,,,,,,,joint,,,chicken and waffles,New Mexico,,
1694,Book restaurnt at N9NE Group in Loogootee  UT,,,,,,,,,N9NE Group,,,UT,,Loogootee
1695,"I want to take christy, louise and alexandra to eat at 17:38:04 anywhere in NE",,,,17:38:04,,,"christy, louise and alexandra",,,,,NE,,
1696,Book reservations at a restaurant that serves puglia for jan. 24th,,,,jan. 24th,,,,restaurant,,puglia,,,,
1697,Book a bar in Holtville  ND for 7 people.,7,,,,,,,bar,,,,ND,,Holtville
1698,I need a table in the state of LA for katina and josefina gray,,,,,,,katina and josefina gray,,,,,LA,,
1699,book a restaurant in MS that can seat ten at 01:51:47 pm,ten,,,01:51:47 pm,,,,restaurant,,,,MS,,
1700,at ten AM I want to reserve a spot for 9 people to eat in Monaco .,9,,,ten AM,,Monaco,,,,,,,,
1701,book a spot for vicki and I at a restaurant in Puerto Rico,,,,,,,vicki and I,restaurant,,,,Puerto Rico,,
1702,Book a breakfast in a restaurant for eight .,eight,,,breakfast,,,,restaurant,,,,,,
1703,I need to book a pub for 8 that has wifi,8,,wifi,,,,,pub,,,,,,
1704,book Bullfeathers,,,,,,,,,Bullfeathers,,,,,
1705,Can you place a reservation for me at Ariston Cafe,,,,,,,,,Ariston Cafe,,,,,
1706,Book me a table at The Fat Duck in Ireland,,,,,,Ireland,,,The Fat Duck,,,,,
1707,Need a table at The Goof in Croatia for a party of three ,three,,,,,Croatia,,,The Goof,,,,,
1708,I have eight that would like to eat cretan in a cafeteria and need reservations.,eight,,,,,,,cafeteria,,cretan,,,,
1709,I'd like a table at a restaurant in KS in 5 hours from now,,,,5 hours from now,,,,restaurant,,,,KS,,
1710,Make me a reservation in NH for a party of two at a restaurant  close by,two,close by,,,,,,restaurant,,,,NH,,
1711,book a spot at a pub with tatar in Cambodia,,,,,,Cambodia,,pub,,tatar,,,,
1712,Find a table for five at Harveys in De Berry  ID on April the 10th,five,,,April the 10th,,,,,Harveys,,,ID,,De Berry
1713,Book a pub that serves fries for 9 people.,9,,,,,,,pub,,,fries,,,
1714,I want to find a restaurant to eat at in Westernport .,,,,,,,,restaurant,,,,,,Westernport
1715,book a caucasian serving steakhouse for 4 in Saint Pierre and Miquelon,4,,,,,Saint Pierre and Miquelon,,steakhouse,,caucasian,,,,
1716,Book a restaurant in Belgium for ten  in 24 weeks .,ten,,,in 24 weeks,,Belgium,,restaurant,,,,,,
1717,book a gibassier serving tavern in Vermont for nine,nine,,,,,,,tavern,,,gibassier,Vermont,,
1718,I need a table at Surf Taco in East Uniontown,,,,,,,,,Surf Taco,,,,,East Uniontown
1719,Book a hawaiian  diner in South Carolina  not far away in 1 second from now .,,not far,,1 second from now,,,,diner,,hawaiian,,South Carolina,,
1720,I want to book a cafe for 3 in Fargo,3,,,,,,,cafe,,,,,,Fargo
1721,I'm looking for a local cafeteria that has wifi accesss for a party of 4,4,,wifi,,,,,cafeteria,,,,,,
1722,book a restaurant for 4 of us,4,,,,,,,restaurant,,,,,,
1723,table at Nankin Cafe fr one,one,,,,,,,,Nankin Cafe,,,,,
1724,Book a restaurant in West Hattiesburg for 0 o'clock .,,,,0 o'clock,,,,restaurant,,,,,,West Hattiesburg
1725,book a spot for 2 at a restaurant in PW,2,,,,,,,restaurant,,,,PW,,
1726,Book the Bobcat Bite in the Isle of Man for 6 people.,6,,,,,Isle of Man,,,Bobcat Bite,,,,,
1727,"Get me a table at Prospect of Whitby in Blaine Hill , ID",,,,,,,,,Prospect of Whitby,,,ID,,Blaine Hill
1728,party for 2 in Cleveland,2,,,,,,,,,,,,,Cleveland
1729,book a stuffed peppers serving bakery for 9 at Woodsfield  VI,9,,,,,,,bakery,,,stuffed peppers,VI,,Woodsfield
1730,"Book a table for lois, effie price and I for next Summer in Italy .",,,,next Summer,,Italy,"lois, effie price and I",,,,,,,
1731,I need to reserve a table for my baby and I at a tibetan  tavern,,,,,,,my baby and I,tavern,,tibetan,,,,
1732,I want a table for seven at twenty three o'clock in Angola .,seven,,,twenty three o'clock,,Angola,,,,,,,,
1733,"book a highly rated  gastropub that has a pastelaria in Blue Anchor , MD  in 55 weeks for my brother in law and I",,,,in 55 weeks,highly rated,,my brother in law and I,gastropub,,pastelaria,,MD,,Blue Anchor
1734,"book a table for Sep. the second, 2020 at a highly rated place for me and my baby at a joint serving cambodian",,,,"Sep. the second, 2020",highly rated,,me and my baby,joint,,cambodian,,,,
1735,book a restaurant for 8,8,,,,,,,restaurant,,,,,,
1736,Book a restaurant for 2 at a cafe that I can get a croissant at,2,,,,,,,cafe,,,croissant,,,
1737,Book a table at a restaurant in Portugal with parking for me and bonnie  in 19 minutes,,,parking,in 19 minutes,,Portugal,me and bonnie,restaurant,,,,,,
1738,book a spot in MI,,,,,,,,,,,,MI,,
1739,Make me a reservation in NE at a distant resturant that is a pizzeria,,distant,,,,,,pizzeria,,,,NE,,
1740,book a spot for 9 at a churrascaria that serves ammonia cookie in Volga,9,,,,,,,churrascaria,,,ammonia cookie,,,Volga
1741,I'd like to eat at a restaurant  one minute from now that's highly rated,,,,one minute from now,highly rated,,,restaurant,,,,,,
1742,"On Dec. 13, 2018 I need a reservation for four in Arizona",four,,,"Dec. 13, 2018",,,,,,,,Arizona,,
1743,Book an indoor  restaurant  near  Wallington for 2,2,near,indoor,,,,,restaurant,,,,,Wallington,
1744,I need to book an indoor  pub in Strabane,,,indoor,,,,,pub,,,,,,Strabane
1745,I'd like reservations for me and my grandkid at a top-rated  restaurant that serves molise cuisine in PA .,,,,,top-rated,,me and my grandkid,restaurant,,molise,,PA,,
1746,Book a churrascaria restaurant for 2 which serves mezes ,2,,,,,,,churrascaria restaurant,,,mezes,,,
1747,Book a table for eight people please,eight,,,,,,,,,,,,,
1748,restaurant In Zimbabwe that is brasserie and has parking,,,parking,,,Zimbabwe,,brasserie,,,,,,
1749,book north indian  osteria at 12 am,,,,12 am,,,,osteria,,north indian,,,,
1750,book a restaurant for one,one,,,,,,,restaurant,,,,,,
1751,"I need a highly rated  oyster bar in AR  in a month for jeanne collins, amy and I",,,,in a month,highly rated,,"jeanne collins, amy and I",oyster bar,,,,AR,,
1752,book a table at a tea house  in 21 hours in Northern Mariana Islands,,,,in 21 hours,,,,tea house,,,,Northern Mariana Islands,,
1753,book a spot for 9 at The Counter,9,,,,,,,,The Counter,,,,,
1754,book me a reservation at a pub restaurant that serves meatball in Stehekin for 2 people on 1/1/2018,2,,,1/1/2018,,,,pub restaurant,,,meatball,,,Stehekin
1755,book a table for 6 at a restaurant in Nebraska,6,,,,,,,restaurant,,,,Nebraska,,
1756,book a irish serving brasserie in AZ,,,,,,,,brasserie,,irish,,AZ,,
1757,"book me a restaurant for me, geneva and wilda for now in Blacksville",,,,now,,,"me, geneva and wilda",restaurant,,,,,,Blacksville
1758,Find me a table for 1 at a restaurant with a pool at 3 am in Hitchcock  FL,1,,pool,3 am,,,,restaurant,,,,FL,,Hitchcock
1759,I'd like to eat at a top-rated  restaurant in Turks and Caicos Islands,,,,,top-rated,Turks and Caicos Islands,,restaurant,,,,,,
1760,book a spot for 8 in a cafeteria with german chocolate cake in Ecru  New Mexico,8,,,,,,,cafeteria,,,german chocolate cake,New Mexico,,Ecru
1761,I need a restaurant that can accommodate a party of ten in Avant .,ten,,,,,,,restaurant,,,,,,Avant
1762,book me a reservation at Rustic inn,,,,,,,,,Rustic inn,,,,,
1763,I want to book a popular  fast food food place in MN for my friend and I ,,,,,popular,,my friend and I,fast food,,,,MN,,
1764,Please book me seating at the food court in Hazel Green for nine,nine,,,,,,,food court,,,,,,Hazel Green
1765,book a Kuwait place at seven am at The Middle East,,,,seven am,,Kuwait,,,The Middle East,,,,,
1766,I want to find an oyster bar with tetrazzini for 9 people,9,,,,,,,oyster bar,,,tetrazzini,,,
1767,book a spot for six in Greece,six,,,,,Greece,,,,,,,,
1768,Book a highly rated  restaurant with northeastern for 10 in Satanta,10,,,,highly rated,,,restaurant,,northeastern,,,,Satanta
1769,Make reservations for me at a taverna in Hong Kong,,,,,,Hong Kong,,taverna,,,,,,
1770,please book a restaurant for nine members,nine,,,,,,,restaurant,,,,,,
1771,Book a jewish  churrascaria in Minnesota for 9 people.,9,,,,,,,churrascaria,,jewish,,Minnesota,,
1772,Book a restaurant  close by  downtown for nine  in seven months,nine,close by,,in seven months,,,,restaurant,,,,,downtown,
1773,"me, bobbie and colette want to go to The Peak Lookout in Felicity",,,,,,,"me, bobbie and colette",,The Peak Lookout,,,,,Felicity
1774,I want to book a restaurant  close-by  my teenager's airbnb at 00:55 am,,close-by,,00:55 am,,,,restaurant,,,,,my teenager's airbnb,
1775,Book a reservation for Clinton Street Baking Company & Restaurant  distant from downtown,,distant,,,,,,,Clinton Street Baking Company & Restaurant,,,,downtown,
1776,Grab a table at a restaurant in Minnesota that serves ice cream cake,,,,,,,,restaurant,,,ice cream cake,Minnesota,,
1777,I want to go to a highly rated  fast food restaurant  around  Togo with two people total.,two,around,,,highly rated,Togo,,fast food restaurant,,,,,,
1778,book in Pine Bluffs for 5 people in the same area,5,in the same area,,,,,,,,,,,,Pine Bluffs
1779,Find a reservation for six at a top-rated  brasserie,six,,,,top-rated,,,brasserie,,,,,,
1780,Need a restaurant booking for next week for a party of 6 in the state of OR,6,,,next week,,,,restaurant,,,,OR,,
1781,Book a joint  in sixteen minutes for 9 .,9,,,in sixteen minutes,,,,joint,,,,,,
1782,Get me a highly rated  restaurant in Nigeria,,,,,highly rated,Nigeria,,restaurant,,,,,,
1783,Book a neighboring  food truck with a spa in Dallesport for 4 people.,4,neighboring,spa,,,,,food truck,,,,,,Dallesport
1784,Book a restaurant for 5 people.,5,,,,,,,restaurant,,,,,,
1785,book a restaurant for 2 at top-rated  Hoonah  TN,2,,,,top-rated,,,restaurant,,,,TN,,Hoonah
1786,Book me a table for 3 at TKK Fried Chicken in Sri Lanka,3,,,,,Sri Lanka,,,TKK Fried Chicken,,,,,
1787,I would like reservations to a popular  pub in Burkina for 10 people.,10,,,,popular,Burkina,,pub,,,,,,
1788,I want to take me and my momy to eat in Flossmoor,,,,,,,me and my momy,,,,,,,Flossmoor
1789,book a spot for ten at a top-rated  caucasian  restaurant  not far from Selmer,ten,not far,,,top-rated,,,restaurant,,caucasian,,,,Selmer
1790,Book a restaurant in El Salvador for 10 people.,10,,,,,El Salvador,,restaurant,,,,,,
1791,Book a table for nine people next mar .,nine,,,next mar,,,,,,,,,,
1792,"Book a reservation for five people at a restaurant with pool in Benkelman , MI in Apr.",five,,pool,Apr.,,,,restaurant,,,,MI,,Benkelman
1793,I need a cambodian  brasserie restaurant that is top-rated,,,,,top-rated,,,brasserie restaurant,,cambodian,,,,
1794,"Please find me a table at a place that serves glace , has room for six and a pub atmosphere",six,,,,,,,pub,,,glace,,,
1795,I want to check out a pub that has internet in Homer City .,,,internet,,,,,pub,,,,,,Homer City
1796,I'd like to book a table at a restaurant for a group of 4,4,,,,,,,restaurant,,,,,,
1797,Book a table over the internet for six at a food truck in Vanuatu for two pm,six,,internet,two pm,,Vanuatu,,food truck,,,,,,
1798,restaurant in Niger for my mom and I,,,,,,Niger,my mom and I,restaurant,,,,,,
1799,"book a table for me and bettye at Washington, D.C. Jewish Community Center in Montana",,,,,,,me and bettye,,"Washington, D.C. Jewish Community Center",,,Montana,,
1800,me and edith want to eat in Coventry Lake,,,,,,,me and edith,,,,,,,Coventry Lake
1801,book a restaurant  faraway from Rwanda for two,two,faraway,,,,Rwanda,,restaurant,,,,,,
1802,Find a table for madge and tami at a faraway  joint on Sterling St that serves chicken divan,,faraway,,,,,madge and tami,joint,,,chicken divan,,Sterling St,
1803,Book a restaurant for ten people.,ten,,,,,,,restaurant,,,,,,
1804,I need a table at a restaurant in Texas for kelley and suzette,,,,,,,kelley and suzette,restaurant,,,,Texas,,
1805,I'd like seats for five at a place in Verden right now,five,,,now,,,,,,,,,,Verden
1806,I want an indoor  restaurant for a party of five in Columbus Junction,five,,indoor,,,,,restaurant,,,,,,Columbus Junction
1807,book a food court for 5 serving african food,5,,,,,,,food court,,african,,,,
1808,"I need to book a pool side bar , for 5 people 17 weeks from now , distant from here at Mountain Lakes .",5,distant,pool,17 weeks from now,,,,bar,,,,,,Mountain Lakes
1809,find a highly rated  brasserie restaurant in Liberia and book a table for 5,5,,,,highly rated,Liberia,,brasserie restaurant,,,,,,
1810,book a restaurant on next fall for 5,5,,,next fall,,,,restaurant,,,,,,
1811,Make me a reservation in Hardesty at a joint the is indoor,,,indoor,,,,,joint,,,,,,Hardesty
1812,I need a table at a highly rated  diner,,,,,highly rated,,,diner,,,,,,
1813,"I need reservations for a party of 3 on all souls' day in Temperance , North Dakota",3,,,all souls' day,,,,,,,,North Dakota,,Temperance
1814,I need a reservation for around  London Borough,,around,,,,,,,,,,,London Borough,
1815,book for six for 1 hour and 1 minute from now,six,,,1 hour and 1 minute from now,,,,,,,,,,
1816,"Book a table at Carter House Inn in Saint Bonaventure , Alaska .",,,,,,,,,Carter House Inn,,,Alaska,,Saint Bonaventure
1817,find and book a table in WV,,,,,,,,,,,,WV,,
1818,Make reservations for 7 people at a top-rated  brazilian  pub  around  Rockaway Park-Beach 116th,7,around,,,top-rated,,,pub,,brazilian,,,Rockaway Park-Beach 116th,
1819,I need a reservation for a coffeehouse with nine people within the same area as Midland Park,nine,within the same area,,,,,,coffeehouse,,,,,Midland Park,
1820,I need to find a restaurant for ten people at twelve am in Liechtenstein .,ten,,,twelve am,,Liechtenstein,,restaurant,,,,,,
1821,Book a reservation at a restaraunt in CT,,,,,,,,,,,,CT,,
1822,book a table for 1 at a restaurant,1,,,,,,,restaurant,,,,,,
1823,Book a CO table at Windows on the World,,,,,,,,,Windows on the World,,,CO,,
1824,Get me a reservation for 1 somewhere in Spade at seventeen o'clock,1,,,seventeen o'clock,,,,,,,,,,Spade
1825,Find me a table for two at seven somewhere in Australia,two,,,seven,,Australia,,,,,,,,
1826,"book a table for one at Montyâs Hotel, Secunderabad",one,,,,,,,,"Montyâs Hotel, Secunderabad",,,,,
1827,I want to eat choucroute at a brasserie for 8 ,8,,,,,,,brasserie,,,choucroute,,,
