,text,spatial_relation,timeRange,movie_name,object_type,object_location_type,movie_type,location_name
1539,What animated movies are on the movie schedule  close by ?,close by,,,movie schedule,,animated movies,
1540,give me the local movie times,,,,movie times,,,
1541,Give me the movie schedule for Cineplex Odeon Corporation,,,,movie schedule,,,Cineplex Odeon Corporation
1542,when can i see Red Hot Tires,,,Red Hot Tires,,,,
1543,find movie schedules in MJR Theatres,,,,movie schedules,,,MJR Theatres
1544,find movie schedules in Warren Theatres,,,,movie schedules,,,Warren Theatres
1545,Tell me the films playing at the closest  movie house to me,closest,,,,movie house,films,
1546,Find me the showtimes for How to Commit Marriage .,,,How to Commit Marriage,,,,
1547,Find the schedule for No Time to Be Young at AMC Theaters .,,,No Time to Be Young,schedule,,,AMC Theaters
1548,Find movies playing at the closest  movie theatre,closest,,,,movie theatre,movies,
1549,Can I know what animated movies are scheduled in the neighbourhood ?,in the neighbourhood,,,,,animated movies,
1550,Find the schedule for for The Unnaturals at 13 .,,13,The Unnaturals,schedule,,,
1551,find Plitt Theatres showing animated movies,,,,,,animated movies,Plitt Theatres
1552,What is the movie schedule for the North American Cinemas,,,,movie schedule,,,North American Cinemas
1553,When will The Honor of an Outlaw be showing?,,,The Honor of an Outlaw,,,,
1554,What animated movies are in the neighbourhood ,in the neighbourhood,,,,,animated movies,
1555,find movies  close by,close by,,,,,movies,
1556,What is the movie schedule today at Neighborhood Cinema Group ?,,,,movie schedule,,,Neighborhood Cinema Group
1557,Find what movies are showing at the nearest  movie house,nearest,,,,movie house,movies,
1558,find the nearest  movie theatre with movies,nearest,,,,movie theatre,movies,
1559,show movie times of Regal Entertainment Group,,,,movie times,,,Regal Entertainment Group
1560,I'd like to watch films  in 23 hours  in the neighborhood,in the neighborhood,in 23 hours,,,,films,
1561,What time is The Sea Chase playing,,,The Sea Chase,,,,
1562,Find movie schedules for close by  films .,close by,,,movie schedules,,films,
1563,what animated movie are at the theater in the neighborhood,in the neighborhood,,,,,animated movie,
1564,Is the start time 15:16:52 for movies  in the neighborhood ,in the neighborhood,15:16:52,,,,movies,
1565,find The Terror Within,,,The Terror Within,,,,
1566,show me the schedule of American Primitive in Santikos Theatres,,,American Primitive,schedule,,,Santikos Theatres
1567,What time is In the Crosswind playing at Marcus Corporation ?,,,In the Crosswind,,,,Marcus Corporation
1568,show me movies  in the area,in the area,,,,,movies,
1569,What is the movie schedule,,,,movie schedule,,,
1570,I'd like to watch In High Places,,,In High Places,,,,
1571,When is Just Before Nightfall playing?,,,Just Before Nightfall,,,,
1572,find a movie theatre with animated movies that is closest to me,closest,,,,movie theatre,animated movies,
1573,What films are at Century Theatres  in twelve hours,,in twelve hours,,,,films,Century Theatres
1574,What films start at eighteen at Caribbean Cinemas,,eighteen,,,,films,Caribbean Cinemas
1575,Can I get the Cineplex Odeon Corporation showings for Small Town Story ?,,,Small Town Story,,,,Cineplex Odeon Corporation
1576,"what's the closest  cinema playing Six Days: Three Activists, Three Wars, One Dream at sunrise",closest,sunrise,"Six Days: Three Activists, Three Wars, One Dream",,cinema,,
1577,Can you let me know what animated movies are playing close by ?,close by,,,,,animated movies,
1578,Where is Feast II: No Limit playing,,,Feast II: No Limit,,,,
1579,Where theater is playing The Ranger and the Lady at 10 AM,,10 AM,The Ranger and the Lady,,,,
1580,Find the schedule for movies at the nearest  cinema .,nearest,,,schedule,cinema,movies,
1581,what time is Mulawin: The Movie showing at the nearest  movie house,nearest,,Mulawin: The Movie,,movie house,,
1582,I want movie times for Fox Theatres,,,,movie times,,,Fox Theatres
1583,What time is Tasher Desh playing at the nearest  movie house,nearest,,Tasher Desh,,movie house,,
1584,What time does Tie a Yellow Ribbon play at Magic Johnson Theatres ?,,,Tie a Yellow Ribbon,,,,Magic Johnson Theatres
1585,What movies are playing at the closest  movie theatre,closest,,,,movie theatre,movies,
1586,find nearby  movies,nearby,,,,,movies,
1587,Tell me the movie schedules for Loews Cineplex Entertainment,,,,movie schedules,,,Loews Cineplex Entertainment
1588,When is The Life and Death of King Richard II playing at Mann Theatres ?,,,The Life and Death of King Richard II,,,,Mann Theatres
1589,What are the movie schedules for the Loews Cineplex,,,,movie schedules,,,Loews Cineplex
1590,Find the movie schedule for movies  close by .,close by,,,movie schedule,,movies,
1591,What animated movies are playing nearby,nearby,,,,,animated movies,
1592,What time does Johnny Got His Gun play,,,Johnny Got His Gun,,,,
1593,Find movie times for nine PM .,,nine PM,,movie times,,,
1594,Show me the movie schedules for the nearest  movie theatre in Invasion U.S.A. .,nearest,,Invasion U.S.A.,,movie theatre,,
1595,Show the movie schedules at MJR Theatres,,,,movie schedules,,,MJR Theatres
1596,List movie times at B&B Theatres,,,,movie times,,,B&B Theatres
1597,what films are playing at the nearest  movie house,nearest,,,,movie house,films,
1598,could you please show me movie schedules,,,,movie schedules,,,
1599,find a movie schedule  in the neighborhood for animated movies,in the neighborhood,,,movie schedule,,animated movies,
1600,I want to go see A Troll in Central Park .,,,A Troll in Central Park,,,,
1601,show me animated movies with movie times  close by,close by,,,movie times,,animated movies,
1602,Tell me what movies are showing at seven am at the closest  movie house .,closest,seven am,,,movie house,movies,
1603,where is The Adventure of the Yellow Curl Papers playing,,,The Adventure of the Yellow Curl Papers,,,,
1604,can i have the movie schedules,,,,movie schedules,,,
1605,Showtimes for animated movies fro Goodrich Quality Theaters .,,,,,,animated movies,Goodrich Quality Theaters
1606,What movie schedules are animated movies  close by,close by,,,movie schedules,,animated movies,
1607,Where the Sky Meets the Land time playing,,,Where the Sky Meets the Land,,,,
1608,what movie is playing at Showcase Cinemas ,,,,,,movie,Showcase Cinemas
1609,find the closest showing of The Taste of Others at a cinema,closest,,The Taste of Others,,cinema,,
1610,Find movie schedules .,,,,movie schedules,,,
1611,I need an animated movies  in the area for dinner time,in the area,dinner,,,,animated movies,
1612,show me the movie schedules for animated movies  around here,around here,,,movie schedules,,animated movies,
1613,Can I get the showings for Mysterious Crossing ?,,,Mysterious Crossing,,,,
1614,When is Up the Yangtze playing at Goodrich Quality Theaters,,,Up the Yangtze,,,,Goodrich Quality Theaters
1615,What movies are showing at the nearest  movie theatre  in 8 minutes ?,nearest,in 8 minutes,,,movie theatre,movies,
1616,what movies are playing in the area ?,in the area,,,,,movies,
1617,Find movie schedules .,,,,movie schedules,,,
1618,what's the movie schedules for Magic Johnson Theatres,,,,movie schedules,,,Magic Johnson Theatres
1619,What movies are playing in the area ?,in the area,,,,,movies,
1620,find movie times,,,,movie times,,,
1621,Let me know what animated movies are playing around here .,around here,,,,,animated movies,
1622,Can I get the showtimes for animated movie  in the neighbourhood ?,in the neighbourhood,,,,,animated movie,
1623,I need a movie schedule for any films playing close by,close by,,,movie schedule,,films,
1624,find a Consolidated Theatres showing The Good Old Naughty Days,,,The Good Old Naughty Days,,,,Consolidated Theatres
1625,When is Watchman Vadivel playing?,,,Watchman Vadivel,,,,
1626,Can you pull up showings for Pop Goes the Easel at the local movie theatre ?,,,Pop Goes the Easel,,movie theatre,,
1627,what films are playing at the closest  movie house,closest,,,,movie house,films,
1628,"i want to see Love, Speed and Thrills at the nearest  cinema",nearest,,"Love, Speed and Thrills",,cinema,,
1629,Tell me where I can watch Common Law Cabin,,,Common Law Cabin,,,,
1630,find movie schedules,,,,movie schedules,,,
1631,Find movie times for animated movies  in the area .,in the area,,,movie times,,animated movies,
1632,when this evening is Casa Amor: Exclusive for Ladies playing and where,,evening,Casa Amor: Exclusive for Ladies,,,,
1633,Find movie times .,,,,movie times,,,
1634,I'd like to see the movie schedule for movies  in the area,in the area,,,movie schedule,,movies,
1635,Is Gods of Metal playing,,,Gods of Metal,,,,
1636,Is Black & White: The Dawn of Justice playing at the movie theatre ?,,,Black & White: The Dawn of Justice,,movie theatre,,
1637,Is The Umbrellas of Cherbourg playing near me?,,,The Umbrellas of Cherbourg,,,,
1638,What are the movie schedules,,,,movie schedules,,,
1639,whats the closest  movie house showing Home Room,closest,,Home Room,,movie house,,
1640,What is the nearest  movie theatre showing Ocean’s 13 ?,nearest,,Ocean’s 13,,movie theatre,,
1641,Find movie times .,,,,movie times,,,
1642,show movie schedule in MJR Theatres,,,,movie schedule,,,MJR Theatres
1643,Tell me what films are playing at Plitt Theatres,,,,,,films,Plitt Theatres
1644,What is the showtime for Arsho,,,Arsho,,,,
1645,tell me what films are around here,around here,,,,,films,
1646,show me movie schedules,,,,movie schedules,,,
1647,What time is The Bride’s Journey playing at Star Theatres ?,,,The Bride’s Journey,,,,Star Theatres
1648,What movie theatre is playing The Magnificent Scoundrels,,,The Magnificent Scoundrels,,movie theatre,,
1649,find a cinema  nearest showing Twilight of Shadows at breakfast time,nearest,breakfast,Twilight of Shadows,,cinema,,
1650,find KB Theatres with movies,,,,,,movies,KB Theatres
1651,I need movie times for movies playing in the area,in the area,,,movie times,,movies,
1652,What is the local movie schedule,,,,movie schedule,,,
1653,find movie schedules  in the neighborhood for movies,in the neighborhood,,,movie schedules,,movies,
1654,Find me the nearest  movie house that is showing The Saviour .,nearest,,The Saviour,,movie house,,
1655,What is the movie times,,,,movie times,,,
1656,Where is the closest  movie house that's playing The Mark ?,closest,,The Mark,,movie house,,
1657,give me the movie times,,,,movie times,,,
1658,What is the movie schedule for movies  close by,close by,,,movie schedule,,movies,
1659,What are the movie schedules,,,,movie schedules,,,
1660,What are the movie schedule  now,,now,,movie schedule,,,
1661,Show the movie times,,,,movie times,,,
1662,Which animated movies are showing close by ?,close by,,,,,animated movies,
1663,"Can I get the showtimes for the closest  cinema showing I’m a Cyborg, But That’s OK .",closest,,"I’m a Cyborg, But That’s OK",,cinema,,
1664,Please give me movie schedules,,,,movie schedules,,,
1665,When is The Third Eye showing at Dickinson Theatres ?,,,The Third Eye,,,,Dickinson Theatres
1666,Find time for films at the North American Cinemas,,,,,,films,North American Cinemas
1667,What time is The Hotline playing at the movie theatre,,,The Hotline,,movie theatre,,
1668,Show me the films  close by and the movie times for today.,close by,,,movie times,,films,
1669,Please show me the movies playing at Amco Entertainment .,,,,,,movies,Amco Entertainment
1670,List films  in the neighborhood .,in the neighborhood,,,,,films,
1671,Show me the closest  cinema playing movies .,closest,,,,cinema,movies,
1672,"I want to see The Happy Thieves at Marcus Corporation , can you show me movie times .",,,The Happy Thieves,times,,,Marcus Corporation
1673,where can i see animated movies  in the neighborhood ,in the neighborhood,,,,,animated movies,
1674,what films are showing in the neighbourhood ,in the neighbourhood,,,,,films,
1675,what films are showing nearby,nearby,,,,,films,
1676,What movies are playing at Cobb Theatres,,,,,,movies,Cobb Theatres
1677,Can I get the movie schedules for Landmark Theatres,,,,movie schedules,,,Landmark Theatres
1678,i want to watch Mr. and Mrs. Bridge at a nearest  cinema,nearest,,Mr. and Mrs. Bridge,,cinema,,
1679,What movies are playing at the closest  cinema,closest,,,,cinema,movies,
1680,What cinema is playing The Edge,,,The Edge,,cinema,,
1681,Please show me the movie schedule for today.,,,,movie schedule,,,
1682,Find the schedule for Heart Beats .,,,Heart Beats,schedule,,,
1683,Show me movie times at MJR Theatres at 02:39:23 pm,,02:39:23 pm,,movie times,,,MJR Theatres
1684,Show movie schedules at AMC Theaters,,,,movie schedules,,,AMC Theaters
1685,Is the films  19 hours from now playing at Landmark Theatres,,19 hours from now,,,,films,Landmark Theatres
1686,Show me the movie times,,,,movie times,,,
1687,Show me showtimes at the cinema for Chain of Events .,,,Chain of Events,,cinema,,
1688,What is the films with movie times  in the area,in the area,,,movie times,,films,
1689,What is the nearest  cinema playing The Hour of Temptation,nearest,,The Hour of Temptation,,cinema,,
1690,What films are playing at Pacific Theatres,,,,,,films,Pacific Theatres
1691,find Mann Theatres  movie schedule,,,,movie schedule,,,Mann Theatres
1692,what animated movies can i see at Malco Theatres,,,,,,animated movies,Malco Theatres
1693,is Unbeatable Harold at Century Theatres,,,Unbeatable Harold,,,,Century Theatres
1694,When is Youth Without Youth being shown at the nearest  movie house ?,nearest,,Youth Without Youth,,movie house,,
1695,What is the movie schedule at Dipson Theatres,,,,movie schedule,,,Dipson Theatres
1696,What animated movies are around here,around here,,,,,animated movies,
1697,Can i get the movie schedule for eleven hours from now ?,,eleven hours from now,,movie schedule,,,
1698,find a movie house  closest with Beethoven Lives Upstairs,closest,,Beethoven Lives Upstairs,,movie house,,
1699,I want to watch Fist of the North Star  1 minute from now,,1 minute from now,Fist of the North Star,,,,
1700,Show me the movie times at Star Theatres,,,,movie times,,,Star Theatres
1701,Which movies are playing at AMC Theaters ?,,,,,,movies,AMC Theaters
1702,What movies are starting at eight pm  in the area ,in the area,eight pm,,,,movies,
1703,What films are in the neighborhood,in the neighborhood,,,,,films,
1704,Show movie schedules of film  nearby,nearby,,,movie schedules,,film,
1705,what films are on the movie schedule for ten at a close by theater,close by,ten,,movie schedule,,films,
1706,Show me the current movie times,,,,movie times,,,
1707,I need to see a list of films and movie times  in the area ,in the area,,,movie times,,films,
1708,Can I get the movie schedule for the Bow Tie Cinemas .,,,,movie schedule,,,Bow Tie Cinemas
1709,What films are showing at National Amusements,,,,,,films,National Amusements
1710,What time is The Bride from Hell playing at Malco Theatres,,,The Bride from Hell,,,,Malco Theatres
1711,Find the schedule for Across the Line at the closest  movie house .,closest,,Across the Line,schedule,movie house,,
1712,what animated movies are showing in the neighbourhood,in the neighbourhood,,,,,animated movies,
1713,Give ma list of films at Harkins Theatres,,,,,,films,Harkins Theatres
1714,Which films are playing in the neighborhood  one second from now ?,in the neighborhood,one second from now,,,,films,
1715,I want to watch Uproar in the Studio at the nearest  cinema,nearest,,Uproar in the Studio,,cinema,,
1716,What do the movie schedules at B&B Theatres look like?,,,,movie schedules,,,B&B Theatres
1717,Find the movie times for North American Cinemas .,,,,movie times,,,North American Cinemas
1718,Where is the nearest  movie theatre playing The Sword of Many Lovers ?,nearest,,The Sword of Many Lovers,,movie theatre,,
1719,Can I get the movie times for the newest movies  around here ?,around here,,,movie times,,movies,
1720,find the nearest  movie theatre for animated movies,nearest,,,,movie theatre,animated movies,
1721,What is the closest  movie house playing What the Swedish Butler Saw,closest,,What the Swedish Butler Saw,,movie house,,
1722,Show me movie times,,,,movie times,,,
1723,Show me the movie schedule for movies  around here,around here,,,movie schedule,,movies,
1724,Is Strauss Is Playing Today at the Cineplex Odeon Corporation,,,Strauss Is Playing Today,,,,Cineplex Odeon Corporation
1725,I want to go see A Simple Noodle Story  in seventeen seconds at Goodrich Quality Theaters .,,in seventeen seconds,A Simple Noodle Story,,,,Goodrich Quality Theaters
1726,What films are playing now at the closest  movie house ?,closest,now,,,movie house,films,
1727,what movies are around here,around here,,,,,movies,
1728,find animated movies at the nearest  movie theatre,nearest,,,,movie theatre,animated movies,
1729,in the neighbourhood find 11 p.m.  movie schedules for movies,in the neighbourhood,11 p.m.,,movie schedules,,movies,
1730,What time is 楽園追放 -Expelled from Paradise-,,,楽園追放 -Expelled from Paradise-,,,,
1731,What films are at National Amusements,,,,,,films,National Amusements
1732,Find a movie schedule .,,,,movie schedule,,,
1733,what films are showing at Century Theatres,,,,,,films,Century Theatres
1734,I'd like to watch Take This Waltz,,,Take This Waltz,,,,
1735,find Whosoever Shall Offend at Showcase Cinemas,,,Whosoever Shall Offend,,,,Showcase Cinemas
1736,Find the movie times for nearby  films .,nearby,,,movie times,,films,
1737,Is Millions in the Air playing at the cinema,,,Millions in the Air,,cinema,,
1738,What time is Murph the Surf playing,,,Murph the Surf,,,,
1739,What time will the movie house be showing On the Beat,,,On the Beat,,movie house,,
1740,find Afternoon  movie times for movies  in the neighborhood,in the neighborhood,Afternoon,,movie times,,movies,
1741,I'm looking for movie schedule for films playing in the neighborhood .,in the neighborhood,,,movie schedule,,films,
1742,I'd like to watch movies  close by,close by,,,,,movies,
1743,Show the movie schedules with animated movies  around here,around here,,,movie schedules,,animated movies,
1744,What time is Bhoomi Geetha playing at the movie theatre,,,Bhoomi Geetha,,movie theatre,,
1745,Show the movie times,,,,movie times,,,
1746,I'd like to watch Army at Wanda Group,,,Army,,,,Wanda Group
1747,can i have the movie schedules,,,,movie schedules,,,
1748,What is the movie schedule for Loews Cineplex Entertainment,,,,movie schedule,,,Loews Cineplex Entertainment
1749,What's the movie schedule for B&B Theatres ?,,,,movie schedule,,,B&B Theatres
1750,Find the schedule for Tailspin Tommy in the Great Air Mystery .,,,Tailspin Tommy in the Great Air Mystery,schedule,,,
1751,Find movie schedules for animated movies  in the area,in the area,,,movie schedules,,animated movies,
1752,What animated movies can I see at AMC Theatres ?,,,,,,animated movies,AMC Theatres
1753,find the closest  movie theatre with animated movies,closest,,,,movie theatre,animated movies,
1754,What films are playing at the nearest  movie theatre,nearest,,,,movie theatre,films,
1755,What time is Dive Bomber playing,,,Dive Bomber,,,,
1756,find a movie schedule,,,,movie schedule,,,
1757,"I'd like to go to Douglas Theatre Company to see In Beaver Valley , what times will the movie be playing?",,,In Beaver Valley,times,,,Douglas Theatre Company
1758,What films can I see at Malco Theatres ?,,,,,,films,Malco Theatres
1759,What time is The Brat playing at the movie house ?,,,The Brat,,movie house,,
1760,Tell me what animated movies I can see at the closest  movie theatre,closest,,,,movie theatre,animated movies,
1761,What animated movies are at the closest  movie house near brunch,closest,brunch,,,movie house,animated movies,
1762,Find the schedule for A Kiss Before Dying .,,,A Kiss Before Dying,schedule,,,
1763,Give me the showtimes for The Rum Diary at MJR Theatres at meal time.,,meal,The Rum Diary,,,,MJR Theatres
1764,What movies are in the area,in the area,,,,,movies,
1765,When is We Stick Together Through Thick and Thin playing at ArcLight Hollywood ?,,,We Stick Together Through Thick and Thin,,,,ArcLight Hollywood
1766,What movie theatre is palying The Hurricane  five hours from now,,five hours from now,The Hurricane,,movie theatre,,
1767,What animated movies are playing at the closest  cinema ?,closest,,,,cinema,animated movies,
1768,show me the schedule of films  close by,close by,,,schedule,,films,
1769,Find me the movie schedules,,,,movie schedules,,,
1770,"show me the schedule of A Man, a Woman, and a Bank in nearest  Neighborhood Cinema Group",nearest,,"A Man, a Woman, and a Bank",schedule,,,Neighborhood Cinema Group
1771,what time can I expect films to start at the Bow Tie Cinemas,,,,,,films,Bow Tie Cinemas
1772,Is Proudly She Marches playing anywhere?,,,Proudly She Marches,,,,
1773,Find the schedule for Grand Canyon Trail .,,,Grand Canyon Trail,schedule,,,
1774,show me the schedule of movie Thirty Two Short Films About Glenn Gould  in 14 minutes,,in 14 minutes,Thirty Two Short Films About Glenn Gould,schedule,,,
1775,What time is American Gun playing,,,American Gun,,,,
1776,find Fox Theatres with The Caretaker,,,The Caretaker,,,,Fox Theatres
1777,Please tell me the current and local movie times,,,,movie times,,,
1778,find Goodrich Quality Theaters  films,,,,,,films,Goodrich Quality Theaters
1779,When can I watch Alice: A True Story at AMC Theatres ?,,,Alice: A True Story,,,,AMC Theatres
1780,I want to see animated movie  in the neighbourhood,in the neighbourhood,,,,,animated movie,
1781,Find me showtimes for A Christmas Story starting at eleven o'clock .,,eleven o'clock,A Christmas Story,,,,
1782,What is the movie schedule for the Pacific Theatres,,,,movie schedule,,,Pacific Theatres
1783,Please find me the movies playing nearby,nearby,,,,,movies,
1784,Find time for films at the nearest  movie theatre,nearest,,,,movie theatre,films,
1785,Find movie schedules .,,,,movie schedules,,,
1786,Which Cinemark Theatres is playing A Is for Atom ?,,,A Is for Atom,,,,Cinemark Theatres
1787,Is there a movie theatre showing Last Cab to Darwin today?,,,Last Cab to Darwin,,movie theatre,,
1788,What time does Military history of African Americans play,,,Military history of African Americans,,,,
1789,where is The Chief Cook playing,,,The Chief Cook,,,,
1790,When is Old Enough showing at the movie house ?,,,Old Enough,,movie house,,
1791,What films are playing at the closest  cinema,closest,,,,cinema,films,
1792,What animated movies are playing nearby ?,nearby,,,,,animated movies,
1793,Where and when is Unleashed – Entfesselt playing,,,Unleashed – Entfesselt,,,,
1794,Can i get todays movie schedule for the movies that are close by ?,close by,,,movie schedule,,movies,
1795,Find me animated movies at Amco Entertainment tomorrow,,,,,,animated movies,Amco Entertainment
1796,What movies are in the neighbourhood ,in the neighbourhood,,,,,movies,
1797,What time is Exploits of a Young Don Juan playing?,,,Exploits of a Young Don Juan,,,,
1798,Show me some movie times,,,,movie times,,,
1799,Is People of the Cumberland playing at Landmark Theatres  now ,,now,People of the Cumberland,,,,Landmark Theatres
1800,What time is In Old New Mexico showing today?,,,In Old New Mexico,,,,
1801,does Mexican Werewolf start at three am,,three am,Mexican Werewolf,,,,
1802,Can I get the showtimes for The Man Who Could Talk to Kids ?,,,The Man Who Could Talk to Kids,,,,
1803,what time is Tom y Jerry showing at Alamo Drafthouse Cinema,,,Tom y Jerry,,,,Alamo Drafthouse Cinema
1804,what movies are playing at the Alamo Drafthouse Cinema,,,,,,movies,Alamo Drafthouse Cinema
1805,What time is Children of Divorce playing,,,Children of Divorce,,,,
1806,When is Heat playing near me?,,,Heat,,,,
1807,Show the movie schedule,,,,movie schedule,,,
1808,Show the movie schedule,,,,movie schedule,,,
1809,show me the schedule of movie times,,,,movie times,,,
1810,"When and where is Nefertiti, Queen of the Nile playing?",,,"Nefertiti, Queen of the Nile",,,,
1811,Where is Road to the Stage playing,,,Road to the Stage,,,,
1812,Give me Pacific Theatres  movie schedules,,,,movie schedules,,,Pacific Theatres
1813,what's the nearest  movie house showing Their Last Love Affair,nearest,,Their Last Love Affair,,movie house,,
1814,Where can I find the movie schedules ?,,,,movie schedules,,,
1815,Show me movie times for one minute from now,,one minute from now,,movie times,,,
1816,Give me the movie schedules at Showcase Cinemas .,,,,movie schedules,,,Showcase Cinemas
1817,where can i see A Slice of Life,,,A Slice of Life,,,,
1818,find animated movies at Caribbean Cinemas,,,,,,animated movies,Caribbean Cinemas
1819,I'd like to see the movie schedule for movies  in the area,in the area,,,movie schedule,,movies,
1820,find movie schedules at Loews Cineplex Entertainment,,,,movie schedules,,,Loews Cineplex Entertainment
1821,movie schedules at Southern Theatres,,,,movie schedules,,,Southern Theatres
1822,what films are showing in the neighborhood ,in the neighborhood,,,,,films,
1823,around here find movie schedule for films,around here,,,movie schedule,,films,
1824,Show the movie schedules at KB Theatres,,,,movie schedules,,,KB Theatres
1825,List movie schedules for animated movies playing in the neighbourhood,in the neighbourhood,,,movie schedules,,animated movies,
1826,show me the movie schedule for the Cooper Foundation,,,,movie schedule,,,Cooper Foundation
1827,What movies will be showing around here ?,around here,,,,,movies,
1828,I'd like to watch Bound for Glory at the closest  movie theatre at 21:41:08,closest,21:41:08,Bound for Glory,,movie theatre,,
1829,i want to see Return to Yesterday,,,Return to Yesterday,,,,
1830,find Quiet Night In,,,Quiet Night In,,,,
1831,What is the movie schedule for films  nearby,nearby,,,movie schedule,,films,
1832,Where is the nearest  cinema playing Compound Fracture ,nearest,,Compound Fracture,,cinema,,
1833,Tell me what movies are playing in the neighborhood,in the neighborhood,,,,,movies,
1834,whats the closest  movie theatre showing animated movies,closest,,,,movie theatre,animated movies,
1835,Find the schedule for close by  movies .,close by,,,schedule,,movies,
1836,find Andreas Hofer at elevenses,,elevenses,Andreas Hofer,,,,
1837,What is the closest  cinema with animated movies,closest,,,,cinema,animated movies,
1838,Show me movie schedules for today.,,,,movie schedules,,,
1839,show me the movie schedule  in the neighbourhood  movies,in the neighbourhood,,,movie schedule,,movies,
1840,Can I get the movie schedules for Loews Cineplex ?,,,,movie schedules,,,Loews Cineplex
1841,What time is The Queen of Moulin Rouge playing?,,,The Queen of Moulin Rouge,,,,
1842,Where can I see animated movies that's nearby ?,nearby,,,,,animated movies,
1843,Please check the movie schedule .,,,,movie schedule,,,
1844,show movie times,,,,movie times,,,
1845,Show me the movie times for animated movies  in the area .,in the area,,,movie times,,animated movies,
1846,List movie times at Megaplex Theatres,,,,movie times,,,Megaplex Theatres
1847,Where is They Always Return at Dawn playing,,,They Always Return at Dawn,,,,
1848,is The Singing Nun at Regal Entertainment Group,,,The Singing Nun,,,,Regal Entertainment Group
1849,find movies at Amco Entertainment starting in 8 seconds from now,,8 seconds from now,,,,movies,Amco Entertainment
1850,Find the schedule for The Devil Diamond at a movie theatre .,,,The Devil Diamond,schedule,movie theatre,,
1851,When and where is Invitation to the Waltz playing,,,Invitation to the Waltz,,,,
1852,when is Nattbuss 807 playing at a movie theatre near me,,,Nattbuss 807,,movie theatre,,
1853,Find Captain Kronos - Vampire Hunter .,,,Captain Kronos - Vampire Hunter,,,,
1854,Is Redacted playing at the closest  cinema ?,closest,,Redacted,,cinema,,
1855,Where is the closest  movie house playing films  now,closest,now,,,movie house,films,
1856,Find movie times for movies  in the neighbourhood .,in the neighbourhood,,,movie times,,movies,
1857,Find movie times .,,,,movie times,,,
1858,Please find the closest  cinema that's playing movies at 9 am,closest,9 am,,,cinema,movies,
1859,What time is The Phoenix Project playing,,,The Phoenix Project,,,,
1860,Find the schedule for movies at the Megaplex Theatres .,,,,schedule,,movies,Megaplex Theatres
1861,I'd like to watch Monk Comes Down the Mountain,,,Monk Comes Down the Mountain,,,,
1862,what time is Company Men showing,,,Company Men,,,,
1863,Show me the movie times,,,,movie times,,,
1864,What movie schedule ?,,,,movie schedule,,,
1865,Is Dead Fish playing at the movie house,,,Dead Fish,,movie house,,
1866,Is F.I.S.T. at Malco Theatres,,,F.I.S.T.,,,,Malco Theatres
1867,I need the closest  movie theatre playing Incense for the Damned .,closest,,Incense for the Damned,,movie theatre,,
1868,find movie schedules for Dickinson Theatres,,,,movie schedules,,,Dickinson Theatres
1869,Is The Kiss playing,,,The Kiss,,,,
1870,Find the schedule for The Pearl of Cleopatra .,,,The Pearl of Cleopatra,schedule,,,
1871,Where is the closest  cinema playing I Prefer the Sound of the Sea,closest,,I Prefer the Sound of the Sea,,cinema,,
1872,Find movie schedules for Star Theatres .,,,,movie schedules,,,Star Theatres
1873,find Blood and Bones,,,Blood and Bones,,,,
1874,What are the movie times for Malco Theatres,,,,movie times,,,Malco Theatres
1875,Is The Cycle playing at Consolidated Theatres ?,,,The Cycle,,,,Consolidated Theatres
1876,What is the movie schedules,,,,movie schedules,,,
1877,What are the movie times at the Loews Cineplex,,,,movie times,,,Loews Cineplex
1878,I'd like to watch Glass Chin at the movie house at 17:32:30,,17:32:30,Glass Chin,,movie house,,
1879,whats the closest  cinema showing Swamp Water,closest,,Swamp Water,,cinema,,
1880,find animated movies at the nearest  movie theatre,nearest,,,,movie theatre,animated movies,
1881,find The Branded Woman,,,The Branded Woman,,,,
1882,What animated movies are playing in the area and what is the movie schedule,in the area,,,movie schedule,,animated movies,
1883,where is Puthri playing,,,Puthri,,,,
1884,What time will Paris by Night aired,,,Paris by Night,,,,
1885,Showtimes for animated movies  in the area .,in the area,,,,,animated movies,
1886,Is The Ghost Breakers playing at Plitt Theatres  in two hours,,in two hours,The Ghost Breakers,,,,Plitt Theatres
1887,find The Colour of the Chameleon,,,The Colour of the Chameleon,,,,
1888,find movie times at National Amusements,,,,movie times,,,National Amusements
1889,show movie times of films  close by,close by,,,movie times,,films,
1890,Will you please pull up movie schedules for me?,,,,movie schedules,,,
1891,Where and when is Polish Economy playing?,,,Polish Economy,,,,
1892,Where can I watch Gaddar: The Traitor ?,,,Gaddar: The Traitor,,,,
1893,movie times at Cooper Foundation for sunset,,sunset,,movie times,,,Cooper Foundation
1894,Give me movie times for Regal Entertainment Group,,,,movie times,,,Regal Entertainment Group
1895,List movies for nearest  movie house at brunch time,nearest,brunch,,,movie house,movies,
1896,Can I get the movie schedules for Landmark Theatres .,,,,movie schedules,,,Landmark Theatres
1897,what time can i see The Half Naked Truth,,,The Half Naked Truth,,,,
1898,What time is Hold That Blonde playing at the closest  cinema ?,closest,,Hold That Blonde,,cinema,,
1899,List movie schedule,,,,movie schedule,,,
1900,Find the schedule for Blood Orgy of the Leather Girls at a movie house .,,,Blood Orgy of the Leather Girls,schedule,movie house,,
1901,Find the movie times for movies playing in the neighborhood,in the neighborhood,,,movie times,,movies,
