,text,artist,entity_name,playlist_owner,playlist,music_item
1539,Add wes scantlin  song to my  autumn,wes scantlin,,my,autumn,song
1540,Add LA Woman to my  soul lounge playlist.,,LA Woman,my,soul lounge,
1541,"Put Corrina, Corrina onto my  classical x list.",,"Corrina, Corrina",my,classical x,
1542,add this Candi Staton  artist to my  Dancefloor Hits,Candi Staton,,my,Dancefloor Hits,artist
1543,Add this tetsuya komuro  track to my  soulful disco playlist,tetsuya komuro,,my,soulful disco,track
1544,I want to add this So Chan whee  tune to Latin Alternative Music,So Chan whee,,,Latin Alternative Music,tune
1545,add song to my  El Mejor Pop en EspaÃ±ol,,,my,El Mejor Pop en EspaÃ±ol,song
1546,Add the track to the Metal Talks Metallica playlist.,,,,Metal Talks Metallica,track
1547,Add Deuce to my  listas de Ã©xitos playlist,,Deuce,my,listas de Ã©xitos,
1548,Put the song playing on laverne's  rapcaviar playlist,,,laverne's,rapcaviar,song
1549,Add a Kanon Wakeshima  track to the Feeling Blue playlist.,Kanon Wakeshima,,,Feeling Blue,track
1550,add entre um coco e um adeus to taylor's  this is john williams playlist,,entre um coco e um adeus,taylor's,this is john williams,
1551,add party with friends by Constructs of the State to juliana's playlist,,Constructs of the State,juliana's,party with friends,
1552,Add Appreciation Day to My Folksy Love,,Appreciation Day,,My Folksy Love,
1553,Add however much i booze to my playlist called atmospheric black metal,,however much i booze,my,atmospheric black metal,
1554,this artist should go onto my playlist called the piano bar,,,my,the piano bar,artist
1555,Add Foreign Affair to the disney playlist.,,Foreign Affair,,disney,
1556,add this tune by mopreme shakur to the Party Â¡Fiesta playlist,mopreme shakur,,,Party Â¡Fiesta,tune
1557,Add brian larsen to my  digster sleep,brian larsen,,my,digster sleep,
1558,Add a track to the emo forever playlist.,,,,emo forever,track
1559,add Inca Roads to my  weekend,,Inca Roads,my,weekend,
1560,put this album in my  Fiesta section,,,my,Fiesta,album
1561,add this song to enid's  romÃ¡ntica playlist,,,enid's,romÃ¡ntica,song
1562,Add this artist to my  Throwback Dance Party playlist,,,my,Throwback Dance Party,artist
1563,add Animal Stories to maryanne's by Per Yngve Ohlin,Per Yngve Ohlin,,maryanne's,Animal Stories,
1564,Add Vyechnyy strannik to lo que suena new york,,Vyechnyy strannik,,lo que suena new york,
1565,Please add Chris Frantz to Pop Rising list,Chris Frantz,,,Pop Rising,
1566,Add tune to my playist the piano bar,,,my,the piano bar,tune
1567,Can you add something by Wynter Gordon to my  soul lounge playlist,Wynter Gordon,,my,soul lounge,
1568,put artist  hridaynath mangeshkar onto my  night out playlist,hridaynath mangeshkar,,my,night out,artist
1569,Add album to Acoustic Spring,,,,Acoustic Spring,album
1570,add Contact to my  nu metal playlist,,Contact,my,nu metal,
1571,Add entity eternally to playlist Lazy Chill Afternoon,,eternally,,Lazy Chill Afternoon,
1572,add the artist  Beardyman to my  classical x playlist,Beardyman,,my,classical x,artist
1573,Add Bronislau Kaper to the drive playlist.,Bronislau Kaper,,,drive,
1574,Add Falling Stars to my  Intense Studying,,Falling Stars,my,Intense Studying,
1575,Add another tune to my  Lo mejor del Rock de EspaÃ±a playlist.,,,my,Lo mejor del Rock de EspaÃ±a,tune
1576,please add this track to my  de camino playlist,,,my,de camino,track
1577,Add karusellen to jazz brasileiro,,karusellen,,jazz brasileiro,
1578,add this song by Chieko Ochi to the drum & breaks playlist,Chieko Ochi,,,drum & breaks,song
1579,Add this track to the Sin Ti playlist,,,,Sin Ti,track
1580,Add roel van velzen to the night playlist.,roel van velzen,,,night,
1581,Add artist  danny carey to my  Classic Jazz Singers playlist.,danny carey,,my,Classic Jazz Singers,artist
1582,add tune to my  The Southern Highway Chronicles playlist,,,my,The Southern Highway Chronicles,tune
1583,Add por tu maldito amor to my  orgullo gay,,por tu maldito amor,my,orgullo gay,
1584,add shahrum kashani to my  Country Hits,shahrum kashani,,my,Country Hits,
1585,I want another song in the Women of Latin Music playlist.,,,,Women of Latin Music,song
1586,Add Opus de Funk to my list Acoustic Blues,,Opus de Funk,my,Acoustic Blues,
1587,Add Happy Holidays to my playlist called it's ok to like jazz,,Happy Holidays,my,it's ok to like jazz,
1588,Add genocide to electronic bliss,,genocide,,electronic bliss,
1589,add my favorite track to Baroque 50 Spotify Picks,,,my,Baroque 50 Spotify Picks,track
1590,add this track to my playlist named Trabajo Relax,,,my,Trabajo Relax,track
1591,For my playlist Latin Pop Rising add Aira Yuhki,Aira Yuhki,,my,Latin Pop Rising,
1592,Add Magnifico to michele's playlist called 88 keys .,Magnifico,,michele's,88 keys,
1593,ad artist to sxsw latin  my playlist,,,my,sxsw latin,artist
1594,add Keke Wyatt to my  Evening Commute playlist,Keke Wyatt,,my,Evening Commute,
1595,add Hot House to Have You Met Miss Jones,,Have You Met Miss Jones,,Hot House,
1596,Add album to my  Country Hits,,,my,Country Hits,album
1597,add the wee wee man to pamela's  Stress Relief playlist,,the wee wee man,pamela's,Stress Relief,
1598,put K Maro  track on my  soul lounge list,K Maro,,my,soul lounge,track
1599,Please add Emanuel Kiriakou to my playlist llegando a casa,Emanuel Kiriakou,,my,llegando a casa,
1600,Add Hound Dog Taylor to the miami 2017 guest list playlist.,Hound Dog Taylor,,,miami 2017 guest list,
1601,Add Ihsahn to Hip Hop 2017 New School,Ihsahn,,,Hip Hop 2017 New School,
1602,Add this album the the playlist canciones que lo van a petar,,,,canciones que lo van a petar,album
1603,add The Open Door to autumn music,,The Open Door,,autumn music,
1604,add this artist named trevor mcnevan to the playlist top gaming tracks,trevor mcnevan,,,top gaming tracks,artist
1605,I want to add something by Jarvis Cocker to my  rock espaÃ±ol playlist,Jarvis Cocker,,my,rock espaÃ±ol,
1606,this tune should go on my  coffee table jazz playlist,,,my,coffee table jazz,tune
1607,add jim martin to Deathcore ,jim martin,,,Deathcore,
1608,my  timeless love songs playlist should include viderunt omnes,,viderunt omnes,my,timeless love songs,
1609,add the album to my  Top 100 Indie Tracks on Spotify playlist,,,my,Top 100 Indie Tracks on Spotify,album
1610,Add rosemary clooney to Pura Vida playlist,rosemary clooney,,,Pura Vida,
1611,add track to my  spring playlist,,,my,spring,track
1612,add a song by mark schultz to my  ultimate indie playlist,mark schultz,,my,ultimate indie,song
1613,For the playlist Wild & Free Workout add tsidii le loka,tsidii le loka,,,Wild & Free Workout,
1614,Add a tune by alex gaudino to my  The New Waltz playlist.,alex gaudino,,my,The New Waltz,tune
1615,Put the bill berry  track on elrow Guest List,bill berry,,,elrow Guest List,track
1616,put take up thy stethoscope and walk onto my  verano playlist,,take up thy stethoscope and walk,my,verano,
1617,put live and rare into dancehall official,,live and rare,,dancehall official,
1618,Add a song to my playlist Independent Music Monday,,,my,Independent Music Monday,song
1619,Add this artist to Reggae Classics playlist,,,,Reggae Classics,artist
1620,Please add the song by raphael rabello to the playlist fantastic workout,raphael rabello,,,fantastic workout,song
1621,Put Kurt Cobain onto korean osts .,Kurt Cobain,,,korean osts,
1622,Add the avispa  track to my  Bass Gaming playlist.,avispa,,my,Bass Gaming,track
1623,Add Don and Sherri to my  Meditate to Sounds of Nature playlist,,Don and Sherri,my,Meditate to Sounds of Nature,
1624,add Blag Dahlia to Pura Vida,Blag Dahlia,,,Pura Vida,
1625,Put Slimm Cutta Calhoun on my  Songs to Sing in the Car playlist,Slimm Cutta Calhoun,,my,Songs to Sing in the Car,
1626,Add etta james to my  anochecer urbano playlist.,etta james,,my,anochecer urbano,
1627,Add this track to anochecer urbano,,,,anochecer urbano,track
1628,Add another artist to the Spotlight on Country 2016 playlist.,,,,Spotlight on Country 2016,artist
1629,Please add this track to my  weekend list,,,my,weekend,track
1630,Add this song to my list Trabajo Relax,,,my,Trabajo Relax,song
1631,add Paper Doll to the Power Walk playlist,,Paper Doll,,Power Walk,
1632,put Michael Cretu onto my  Beach Vibes playlist,Michael Cretu,,my,Beach Vibes,
1633,Add this artist to the playlist called Evening Groove .,,,,Evening Groove,artist
1634,add Top 100 Indie Tracks on Spotify to my  track,,,my,Top 100 Indie Tracks on Spotify,track
1635,add this clint mansell  song to latin pop classics,clint mansell,,,latin pop classics,song
1636,Add Fair Charlotte to the We Everywhere playlist.,,Fair Charlotte,,We Everywhere,
1637,add track to orgullo gay,,,,orgullo gay,track
1638,Add this song to my playlist named Wild Country,,,my,Wild Country,song
1639,Add michael wittig to the party playlist.,michael wittig,,,party,
1640,add tune to women of pop playlist,,,,women of pop,tune
1641,add this artist named Cleopatra Stratan to my playlist named 30 Before 20 Masterworks by Teenagers,Cleopatra Stratan,,my,30 Before 20 Masterworks by Teenagers,artist
1642,put the airi suzuki  album into my  Nuclear Blast Novelties playlist,airi suzuki,,my,Nuclear Blast Novelties,album
1643,add scott putesky to concentraciÃ³n indie rock playlist,scott putesky,,,concentraciÃ³n indie rock,
1644,Add the song to my  R&B Movement playlist.,,,my,R&B Movement,song
1645,I want maximilian mutzke added to Acoustic Concentration,maximilian mutzke,,,Acoustic Concentration,
1646,Put this song on legendary guitar solos,,,,legendary guitar solos,song
1647,add Coordinates of Confusion to bass face playlist,,Coordinates of Confusion,,bass face,
1648,add great grape to my playlist named Novedades Pop,,great grape,my,Novedades Pop,
1649,add blood guts & glory to my  this is chopin,,blood guts & glory,my,this is chopin,
1650,Please place tim wright 's track onto the queen playlist.,tim wright,,,queen,track
1651,add to anacreon in heaven into the playlist girls' night,,to anacreon in heaven,,girls' night,
1652,Add this tune by Shagrath to black sabbath the ozzy years,Shagrath,,,black sabbath the ozzy years,tune
1653,Add to my playlist heavy gamer the name blaydon races,,blaydon races,my,heavy gamer,
1654,Add a track to my  girls' night playlist.,,,my,girls' night,track
1655,add this song to tania's  new boots,,,tania's,new boots,song
1656,"add reggaeton classics in playlist jennie, jennie",,"jennie, jennie",,reggaeton classics,
1657,put the mike oldfield  album onto my  La Mejor MÃºsica para tus Fiestas playlist,mike oldfield,,my,La Mejor MÃºsica para tus Fiestas,album
1658,I want a matt garrison  tune in my  Fresh Finds Fire Emoji playlist.,matt garrison,,my,Fresh Finds Fire Emoji,tune
1659,I want to put this track on diann's  Just Smile playlist,,,diann's,Just Smile,track
1660,add this track to tameka's  dance playlist,,,tameka's,dance,track
1661,add this wayne raney  tune to my  this is kudai,wayne raney,,my,this is kudai,tune
1662,add maschi e altri to my  this is john williams,,maschi e altri,my,this is john williams,
1663,I want to add a song to the sunshine reggae playlist.,,,,sunshine reggae,song
1664,add dÃ©cadas to my list Neo da Matrix,Neo da Matrix,,my,dÃ©cadas,
1665,add Split the Difference to my  Women's Lit playlist,,Split the Difference,my,Women's Lit,
1666,Add some fujimoto yae to my  Women of Rock list,fujimoto yae,,my,Women of Rock,
1667,Put say it ainât so into my  Trap Land playlist.,,say it ainât so,my,Trap Land,
1668,Add Bien AcompaÃ±ado to All Out 60s,,Bien AcompaÃ±ado,,All Out 60s,
1669,add tune to my  this is animal collective,,,my,this is animal collective,tune
1670,I want lay down your arms in the indie espaÃ±ol playlist.,,lay down your arms,,indie espaÃ±ol,
1671,put Framed onto my  ntc studio sounds playlist,,Framed,my,ntc studio sounds,
1672,add The Darkest Red to this is jennifer lopez,,The Darkest Red,,this is jennifer lopez,
1673,Add in the heart of the world to the Epic Gaming playlist,,in the heart of the world,,Epic Gaming,
1674,Add tune to cleaning the house,,,,cleaning the house,tune
1675,Add this artist to lo mÃ¡s dance playlist.,,,,lo mÃ¡s dance,artist
1676,Add this artist to my  garage jams,,,my,garage jams,artist
1677,add this track to llegando a casa,,,,llegando a casa,track
1678,Add concrete roots to punk espaÃ±ol playlist,,concrete roots,,punk espaÃ±ol,
1679,add this song to my  workout playlist,,,my,workout,song
1680,add xiang xiang  album to my  Madden NFL 16,xiang xiang,,my,Madden NFL 16,album
1681,I want to add Broken Hearted Melody to the playlist Post Garage Wave Revival,,Broken Hearted Melody,,Post Garage Wave Revival,
1682,Add some patrick stump to maritza's  disco fever list,patrick stump,,maritza's,disco fever,
1683,Add Cleo Laine to psychedelic rock,Cleo Laine,,,psychedelic rock,
1684,Put another track in the keep calm playlist.,,,,keep calm,track
1685,Add a track to my  dinner playlist,,,my,dinner,track
1686,put perfecting loneliness onto primavera sound 2016 barcelona ,,perfecting loneliness,,primavera sound 2016 barcelona,
1687,Can Super Turnt Up get added to my  emotron playlist?,,Super Turnt Up,my,emotron,
1688,add song to evening playlist,,,,evening,song
1689,add villotta to The MetalSucks Playlist playlist,,villotta,,The MetalSucks Playlist,
1690,Add anti ep to esenciales,,anti ep,,esenciales,
1691,edit Top 100 Indie Tracks on Spotify playlist by adding Smokefree RockQuest 2005,,Smokefree RockQuest 2005,,Top 100 Indie Tracks on Spotify,
1692,I want to add the Classical Moments in Movies  track to my playlist,,,my,Classical Moments in Movies,track
1693,Add a song to my playlist Impulso Creativo,,,my,Impulso Creativo,song
1694,add The Go Find to SÃ³lo para dos,The Go Find,,,SÃ³lo para dos,
1695,Put this tune on All A Cappella,,,,All A Cappella,tune
1696,Add this tune by Rafet el Roman to my  Latin Pop Rising playlist.,Rafet el Roman,,my,Latin Pop Rising,tune
1697,Add this artist to my  Morning Rhythm playlist,,,my,Morning Rhythm,artist
1698,add omnipresent to verano,,omnipresent,,verano,
1699,put this tune by mark norman on my  keep calm list,mark norman,,my,keep calm,tune
1700,Add the time warp to Wild & Free Workout,,the time warp,,Wild & Free Workout,
1701,I want Cocco added to my  post metal playlist.,Cocco,,my,post metal,
1702,Please add this this tune to the playlist this is selena,,,,this is selena,tune
1703,Can you put this song on the metal xplorer playlist,,,,metal xplorer,song
1704,Put a track by lil mama into my  guest list sneaky zebra playlist.,lil mama,,my,guest list sneaky zebra,track
1705,Add the artist  Kamil Rustam to my  relaxing playlist,Kamil Rustam,,my,relaxing,artist
1706,Add another album to my  friendesemana playlist.,,,my,friendesemana,album
1707,add this tune to my  in the arms of a woman,,,my,in the arms of a woman,tune
1708,add Chris de Burgh in my playlist melancholia,Chris de Burgh,,my,melancholia,
1709,add la voce to my  Dubstep Dangles Dirty playlist,,la voce,my,Dubstep Dangles Dirty,
1710,add 9AM in Dallas to my  classical music for smart kids,,9AM in Dallas,my,classical music for smart kids,
1711,Send the track from andrew hewitt to the piano ballads playlist,andrew hewitt,,,piano ballads,track
1712,Add raz b to drive playlist,raz b,,,drive,
1713,Add this tune by Frankie Laine to my playlist kitchen swagger,Frankie Laine,,my,kitchen swagger,tune
1714,add this elbridge bryant  song to my  inyecciÃ³n musical playlist,elbridge bryant,,my,inyecciÃ³n musical,song
1715,In my playlist Rock Gaming add Mariem Hassan con Leyoad,,Mariem Hassan con Leyoad,my,Rock Gaming,
1716,Add the singer Damon Johnson  album to my  African Heat playlists,Damon Johnson,,my,African Heat,album
1717,Can you put consequences on my  SOS 48 2016 playlist,,consequences,my,SOS 48 2016,
1718,will you add Pat Kirtley to my  covered in punk playlist,Pat Kirtley,,my,covered in punk,
1719,Incorporate a roberto parra sandoval  track into the Cena Elegante playlist.,roberto parra sandoval,,,Cena Elegante,track
1720,Can my  electro sur have this song added to it?,,,my,electro sur,song
1721,add track to This Is ZezÃ© Di Camargo & Luciano,,,,This Is ZezÃ© Di Camargo & Luciano,track
1722,For my playlist Post Garage Wave Revival add the name Eternal Prisoner ,,Eternal Prisoner,my,Post Garage Wave Revival,
1723,add picasso baby to Digster Reggae playlist,,picasso baby,,Digster Reggae,
1724,will you put this song onto Women of Electronic,,,,Women of Electronic,song
1725,I need to add a tune by Amanda Stern to the playlist cloud rap .,Amanda Stern,,,cloud rap,tune
1726,I want to put Paul Young onto all new all now .,Paul Young,,,all new all now,
1727,add little pattie  track in Nu Metal,little pattie,,,Nu Metal,track
1728,add hopeful to my  this is enrique iglesias,,hopeful,my,this is enrique iglesias,
1729,Add current track to hillary clinton's women's history month playlist,,,,hillary clinton's women's history month playlist,track
1730,Add a KJ 52  track to the te quiero playlist.,KJ 52,,,te quiero,track
1731,my  feelin' good playlist needs some Mai Selim in it.,Mai Selim,,my,feelin' good,
1732,Add anson hu to my  conexiones list,anson hu,,my,conexiones,
1733,add a track by Big Sha to my  This Is Miranda Lambert playlist,Big Sha,,my,This Is Miranda Lambert,track
1734,add this artist to my  59th grammy awards,,,my,59th grammy awards,artist
1735,Add Frank Beard to my  latin pop classics playlist.,Frank Beard,,my,latin pop classics,
1736,Add rmx works from cyber trance presents ayu trance 3 to judy's  Sophisticated Dinner playlist,,rmx works from cyber trance presents ayu trance 3,judy's,Sophisticated Dinner,
1737,I want to add another album to the Scratchy Back Porch Blues playlist.,,,,Scratchy Back Porch Blues,album
1738,add one and only to my  once upon a time playlist,,one and only,my,once upon a time,
1739,Add Sunday Express Live to workout playlist,,Sunday Express Live,,workout,
1740,Please add faccetta nera to my  this is handel playlist,,faccetta nera,my,this is handel,
1741,add new metal tracks in my  tune,,,my,new metal tracks,tune
1742,Add patti page  album to i love my neo soul,patti page,,,i love my neo soul,album
1743,add Annette Artani to the playlist titled all out 90s,Annette Artani,,,all out 90s,
1744,add banking violence and the inner life today to my  retro gaming playlist,,banking violence and the inner life today,my,retro gaming,
1745,put this tune on my  your favorite coffeehouse playlist,,,my,your favorite coffeehouse,tune
1746,add Metal Church to my playlist named Stress Relief,,Metal Church,my,Stress Relief,
1747,Add track to fresh finds,,,,fresh finds,track
1748,add album to this is trey songz playlist,,,,this is trey songz,album
1749,add song to Daily Lift playlist,,,,Daily Lift,song
1750,Add Without Your Love to my  showstopper being mary jane list,,Without Your Love,my,showstopper being mary jane,
1751,Add this track to epic wall of sound,,,,epic wall of sound,track
1752,Put the Love Hurts  track onto carmen's playlist.,,,carmen's,Love Hurts,track
1753,Can you add a track by David Wolfenberger to janell's  all funked up playlist,David Wolfenberger,,janell's,all funked up,track
1754,I want lance king in my list called One Love,lance king,,my,One Love,
1755,add this album to my playlist titled underground hits,,,my,underground hits,album
1756,Can you add something by Gregori Chad Petree to the playlist digster soul classics,Gregori Chad Petree,,,digster soul classics,
1757,I want to add johnny burke to the Country Bound playlist,johnny burke,,,Country Bound,
1758,add The Game to 80'S PARTY,The Game,,,80'S PARTY,
1759,Add Maria Magdalena to my  poetry in their own voices playlist,,Maria Magdalena,my,poetry in their own voices,
1760,Add Baby Lemonade to poetry in their own voices,,Baby Lemonade,,poetry in their own voices,
1761,add Defined by Struggle to Chillin' on a Dirt Road to my playlist,,Defined by Struggle,my,Chillin' on a Dirt Road,
1762,move Josiah Leming to te quiero list,Josiah Leming,,,te quiero,
1763,add this tune to my  primavera sound 2016 barcelona,,,my,primavera sound 2016 barcelona,tune
1764,Incorporate Nao Kawakita into the epic classical playlist.,Nao Kawakita,,,epic classical,
1765,Please add something by steve freund to my  This Is Luis Fonsi playlist,steve freund,,my,This Is Luis Fonsi,
1766,Add bret mckenzie to my  Pop Commute playlist,bret mckenzie,,my,Pop Commute,
1767,Add the name Shall We Dance to playlist Rock,,Shall We Dance,,Rock,
1768,add the artist  P D Q Bach to the te quiero playlist,P D Q Bach,,,te quiero,artist
1769,Can you add Honey Hush to hits of the 60s,,Honey Hush,,hits of the 60s,
1770,Put some Stu Phillips in the women of acoustic playlist.,Stu Phillips,,,women of acoustic,
1771,Add women of metal to Odetta Holmes,Odetta Holmes,,,women of metal,
1772,add Revolution RevoluciÃ³n to my  political punks,,Revolution RevoluciÃ³n,my,political punks,
1773,I'd like t add Day After Day to evangeline's  Party of the Century playlist,,Day After Day,evangeline's,Party of the Century,
1774,add zion golan to my  signed xoxo playlist,zion golan,,my,signed xoxo,
1775,Add Ava Leigh to my  Grime Instrumentals playlist,Ava Leigh,,my,Grime Instrumentals,
1776,add Daedelus to my  Lazy Chill Afternoon,Daedelus,,my,Lazy Chill Afternoon,
1777,Add the artist to my  Duetos .,,,my,Duetos,artist
1778,Add Julia Fordham to the Massive Soca Hits playlist.,Julia Fordham,,,Massive Soca Hits,
1779,Add a track to my  Alok House Party playlist,,,my,Alok House Party,track
1780,Add Blue Feather to the Nature Noise playlist,,Blue Feather,,Nature Noise,
1781,add KsiÄga Urodzaju to abigail's  ConcentraciÃ³n,,KsiÄga Urodzaju,abigail's,ConcentraciÃ³n,
1782,Add big generator to my  Country Icon playlist,,big generator,my,Country Icon,
1783,add the album to the Six string peacefulness playlist,,,,Six string peacefulness,album
1784,put this artist onto political punks .,,,,political punks,artist
1785,Add this tune to my playlist Guest List Mashable,,,my,Guest List Mashable,tune
1786,"put Claude VonStroke onto my  This Is Earth, Wind & Fire",Claude VonStroke,,my,"This Is Earth, Wind & Fire",
1787,Add all together now to my playlist the road to punk rock ,,all together now,my,the road to punk rock,
1788,I would like to put taylor dayne on the pop 4 kids list,taylor dayne,,,pop 4 kids,
1789,Add tune to downtempo beats,,,,downtempo beats,tune
1790,add track to dance playlist,,,,dance,track
1791,Add another tune to my  Soft Rock playlist.,,,my,Soft Rock,tune
1792,Can you put in person at carnegie hall on my  winter playlist,,in person at carnegie hall,my,winter,
1793,Add Visible Wings to my playlist entre los andes,,Visible Wings,my,entre los andes,
1794,Add a tune to the Calm Vibes playlist.,,,,Calm Vibes,tune
1795,Add Steve Jones to my  chill list,Steve Jones,,my,chill,
1796,stick Fonseca in the Songs to Sing in the Car playlist,Fonseca,,,Songs to Sing in the Car,
1797,I wish to put tom baxter onto my  coffee table jazz playlist,tom baxter,,my,coffee table jazz,
1798,Add Cary Brothers to rock the 2000's playlist,Cary Brothers,,,rock the 2000's,
1799,Put horace silver and the jazz messengers on my  running to rock 170 to 190 bpm playlist,,horace silver and the jazz messengers,my,running to rock 170 to 190 bpm,
1800,Add this song to my  esenciales playlist,,,my,esenciales,song
1801,I want to add Up to the Mountain to my playlist with the title Women of Indie,,Up to the Mountain,my,Women of Indie,
1802,Add Los Hombres Calientes Volume 3 New Congo Square to my  descanso infinito playlist.,,Los Hombres Calientes Volume 3 New Congo Square,my,descanso infinito,
1803,Add Driven to Tears to the viral semanal playlist.,,Driven to Tears,,viral semanal,
1804,Add The Private Collection onto my  Cena Elegante playlist please.,,The Private Collection,my,Cena Elegante,
1805,add boyce and hart to Urban Hits playlist,boyce and hart,,,Urban Hits,
1806,Add an artist to my  Hype list,,,my,Hype,artist
1807,add harry chapin in stress relief playlist,harry chapin,,,stress relief,
1808,add this track by flesh n bone to cherry's  SPA Treatment playlist,flesh n bone,,cherry's,SPA Treatment,track
1809,Add All Bad to the summer of love playlist.,,All Bad,,summer of love,
1810,add this album to the playlist Guest List Engadget,,,,Guest List Engadget,album
1811,Add circus to my  Post Garage Wave Revival list,,circus,my,Post Garage Wave Revival,
1812,this track should get added to Spain Top 50,,,,Spain Top 50,track
1813,Add Tony McGuinness to my playlist I Love My 90s Hip Hop,Tony McGuinness,,my,I Love My 90s Hip Hop,
1814,Put this track on Musica EspaÃ±ola 2017,,,,Musica EspaÃ±ola 2017,track
1815,Add the album to my  Wild Country playlist.,,,my,Wild Country,album
1816,add Get Happy to cherry's  Las Canciones MÃ¡s Lindas Del Mundo,,Get Happy,cherry's,Las Canciones MÃ¡s Lindas Del Mundo,
1817,add Halley to This Is Tchaikovsky ,,Halley,,This Is Tchaikovsky,
1818,Add this song to my  the perfect italian dinner playlist,,,my,the perfect italian dinner,song
1819,add this song to my  CanciÃ³n del DÃ­a playlist,,,my,CanciÃ³n del DÃ­a,song
1820,add nico to my  rock to work,nico,,my,rock to work,
1821,Add the track to the comedy new releases playlist.,,,,comedy new releases,track
1822,Include love love love in the Dinner Music playlist.,,love love love,,Dinner Music,
1823,Please add a track to my playlist called this is Coti,,,my,this is Coti,track
1824,add the name covenant to the playlist Fusion Fest,,covenant,,Fusion Fest,
1825,add September to winter music,September,,,winter music,
1826,Add Grey Cloudy Lies to the hip hop playlist.,,Grey Cloudy Lies,,hip hop,
1827,add cliffs of dooneen in playlist Lo Que Suena Los Angeles,,cliffs of dooneen,,Lo Que Suena Los Angeles,
1828,add willie nelson live to my  Acoustic Blues playlsit,,willie nelson live,my,Acoustic Blues,
1829,add this album to my  Throwback Thursday playlist,,,my,Throwback Thursday,album
1830,add yang hyun seok to the playlist called night out,yang hyun seok,,,night out,
1831,Add an album to my playlist bachata lovers,,,my,bachata lovers,album
1832,Add this album to my  orgÃ¡nica playlist.,,,my,orgÃ¡nica,album
1833,Add spirit touches ground to my  leche con chocolate list,,spirit touches ground,my,leche con chocolate,
1834,Add this tune to my  70s road trip list,,,my,70s road trip,tune
1835,I want to add the war is not over to geraldine's  pop punk powerhouses playlist,,the war is not over,geraldine's,pop punk powerhouses,
1836,"add Hello, My Lover, Goodbye to my  Deathcore playlist",,"Hello, My Lover, Goodbye",my,Deathcore,
1837,I need to add to the funk soul disco playlist my favorite artist,,,my,funk soul disco,artist
1838,Add Sci-Fi Crimes to the fresh folk playlist,,Sci-Fi Crimes,,fresh folk,
1839,Add the artist  verano to my  michael mantler playlist.,michael mantler,,my,verano,artist
1840,Add Unconscious State to my  90s Smash Hits,,Unconscious State,my,90s Smash Hits,
1841,Add the yumi matsuzawa  album to my  sexy as folk playlist,yumi matsuzawa,,my,sexy as folk,album
1842,Add Warning Device to my  mac 'n cheese playlist.,,Warning Device,my,mac 'n cheese,
1843,add rob tyner to betsy's  We Everywhere,rob tyner,,betsy's,We Everywhere,
1844,add steve albini  album to my  psychedelic rock playlist,steve albini,,my,psychedelic rock,album
1845,Add this tune to hipster soul,,,,hipster soul,tune
1846,Add tune to Blues,,,,Blues,tune
1847,Can you add something by Vikki Thorn to my  lo mejor de los 80's playlist,Vikki Thorn,,my,lo mejor de los 80's,
1848,Add So Far to my  Retrovisor playlist.,,So Far,my,Retrovisor,
1849,Add Venetian Snares onto the atmospheric calm playlist,Venetian Snares,,,atmospheric calm,
1850,Add Theater to my  New Metal Tracks playlist,,Theater,my,New Metal Tracks,
1851,add Yoshiki to the 35 Soul Classics 1970 to 1975 playlist,Yoshiki,,,35 Soul Classics 1970 to 1975,
1852,add dan the automator to forever country,dan the automator,,,forever country,
1853,add tune to my  mellow bars playlist,,,my,mellow bars,tune
1854,Include the past behind in my  Top 100 Rock Tracks on Spotify playlist.,,the past behind,my,Top 100 Rock Tracks on Spotify,
1855,Put gregory douglass in Halloween Teens please,gregory douglass,,,Halloween Teens,
1856,put this tune by ross the boss onto naÃ§Ã£o reggae,ross the boss,,,naÃ§Ã£o reggae,tune
1857,Add a tune to this is wagner,,,,this is wagner,tune
1858,add lene lovich to my  track  radar latino,lene lovich,,my,radar latino,track
1859,Add christopher lawrence to my  Always Pop Punk playlist.,christopher lawrence,,my,Always Pop Punk,
1860,add this tune to my  weekend playlist,,,my,weekend,tune
1861,add this album by Karl Davydov to reyna's  This Is Luis Fonsi playlist,Karl Davydov,,reyna's,This Is Luis Fonsi,album
1862,Add geminism to power workout list,,geminism,,power workout,
1863,Add album to my  Massive Soca Hits,,,my,Massive Soca Hits,album
1864,I'd like for you to add Owen Biddle to my  Old School Death Metal playlist.,Owen Biddle,,my,Old School Death Metal,
1865,add doing all right to string theory,,doing all right,,string theory,
1866,Add Milas Poli to my  Indie Bluegrass,,Milas Poli,my,Indie Bluegrass,
1867,add Lee Seung gi to my  Baila Reggaeton playlist,Lee Seung gi,,my,Baila Reggaeton,
1868,Can you add john scofield newest tune  the selektor to the playlist,john scofield,,,the selektor,tune
1869,add this annabella lwin  track to Indie Alternativa,annabella lwin,,,Indie Alternativa,track
1870,Put another tune into my  dancehall official playlist.,,,my,dancehall official,tune
1871,add Paloma negra to my  Funky Jams list,,Paloma negra,my,Funky Jams,
1872,Please put the album onto fresh folk .,,,,fresh folk,album
1873,I want you to add must b 21 to acoustic covers the mash ups .,,must b 21,,acoustic covers the mash ups,
1874,Add mc ren to my  It's a Southern Thing playlist,mc ren,,my,It's a Southern Thing,
1875,add the tune to my  viajes playlist,,,my,viajes,tune
1876,add track to my  life's short; play fast playlist,,,my,life's short; play fast,track
